cd-rfile,
1566,0.5312552
1567,0.5314491
1568,0.5316416
1569,0.5318331
1570,0.5320227
1571,0.5322124
1572,0.5324001
1573,0.5325881
1574,0.5327746
1575,0.5329604
1576,0.5331453
1577,0.5333292
1578,0.5335124
1579,0.533695
1580,0.5338762
1581,0.5340562
1582,0.5342336
1583,0.5344101
1584,0.5345858
1585,0.534761
1586,0.5349346
1587,0.5351071
1588,0.5352775
1589,0.5354469
1590,0.5356154
1591,0.5357832
1592,0.5359502
1593,0.5361157
1594,0.5362802
1595,0.5364431
1596,0.5366046
1597,0.5367646
1598,0.536925
1599,0.5370835
1600,0.5372403
1601,0.5373958
1602,0.53755
1603,0.537702
1604,0.5378535
1605,0.5380029
1606,0.5381511
1607,0.5382969
1608,0.5384418
1609,0.538584
1610,0.5387245
1611,0.5388638
1612,0.5390015
1613,0.5391372
1614,0.5392706
1615,0.5394024
1616,0.5395325
1617,0.5396612
1618,0.5397878
1619,0.5399135
1620,0.540038
1621,0.5401608
1622,0.5402817
1623,0.540401
1624,0.5405185
1625,0.5406342
1626,0.5407487
1627,0.5408623
1628,0.540974
1629,0.5410845
1630,0.5411944
1631,0.5413029
1632,0.5414103
1633,0.5415165
1634,0.5416219
1635,0.5417258
1636,0.541829
1637,0.5419324
1638,0.5420344
1639,0.5421362
1640,0.5422369
1641,0.5423375
1642,0.5424379
1643,0.5425379
1644,0.5426372
1645,0.542735
1646,0.5428326
1647,0.5429299
1648,0.543026
1649,0.543121
1650,0.5432143
1651,0.5433069
1652,0.5433985
1653,0.543488
1654,0.5435758
1655,0.5436617
1656,0.5437449
1657,0.5438264
1658,0.5439051
1659,0.5439821
1660,0.5440568
1661,0.5441297
1662,0.5442004
1663,0.5442688
1664,0.544335
1665,0.544399
1666,0.544461
1667,0.5445209
1668,0.5445787
1669,0.544635
1670,0.5446902
1671,0.5447443
1672,0.5447965
1673,0.5448476
1674,0.5448974
1675,0.5449464
1676,0.5449943
1677,0.5450402
1678,0.5450861
1679,0.54513
1680,0.545173
1681,0.5452152
1682,0.5452561
1683,0.5452965
1684,0.5453351
1685,0.5453728
1686,0.5454094
1687,0.5454441
1688,0.545478
1689,0.5455105
1690,0.5455419
1691,0.5455725
1692,0.5456015
1693,0.5456297
1694,0.5456567
1695,0.5456824
1696,0.5457066
1697,0.5457302
1698,0.5457522
1699,0.5457735
1700,0.545794
1701,0.5458125
1702,0.5458306
1703,0.5458472
1704,0.545864
1705,0.5458794
1706,0.5458934
1707,0.5459071
1708,0.5459198
1709,0.5459315
1710,0.5459426
1711,0.5459515
1712,0.54596
1713,0.545968
1714,0.5459749
1715,0.5459813
1716,0.5459864
1717,0.5459903
1718,0.5459933
1719,0.5459948
1720,0.5459955
1721,0.545994
1722,0.5459923
1723,0.5459889
1724,0.5459848
1725,0.5459793
1726,0.5459731
1727,0.5459663
1728,0.5459584
1729,0.5459496
1730,0.5459402
1731,0.54593
1732,0.5459186
1733,0.5459059
1734,0.5458921
1735,0.5458779
1736,0.5458623
1737,0.5458461
1738,0.5458279
1739,0.545809
1740,0.5457891
1741,0.5457684
1742,0.5457464
1743,0.5457237
1744,0.5457
1745,0.5456755
1746,0.5456483
1747,0.5456194
1748,0.54559
1749,0.5455621
1750,0.5455332
1751,0.545503
1752,0.5454719
1753,0.5454392
1754,0.5454046
1755,0.5453692
1756,0.545333
1757,0.5452959
1758,0.5452581
1759,0.5452198
1760,0.5451809
1761,0.5451415
1762,0.5451005
1763,0.545059
1764,0.5450168
1765,0.5449739
1766,0.54493
1767,0.5448854
1768,0.5448403
1769,0.5447937
1770,0.5447465
1771,0.5446985
1772,0.5446499
1773,0.544602
1774,0.5445527
1775,0.5445029
1776,0.5444522
1777,0.5443997
1778,0.5443462
1779,0.5442918
1780,0.5442373
1781,0.544182
1782,0.5441256
1783,0.5440676
1784,0.544009
1785,0.5439492
1786,0.5438885
1787,0.5438262
1788,0.5437628
1789,0.5436988
1790,0.5436339
1791,0.5435686
1792,0.5435015
1793,0.5434331
1794,0.5433648
1795,0.5432949
1796,0.5432243
1797,0.5431529
1798,0.54308
1799,0.5430058
1800,0.5429311
1801,0.542855
1802,0.542778
1803,0.5426995
1804,0.5426202
1805,0.5425395
1806,0.5424587
1807,0.5423757
1808,0.5422919
1809,0.5422066
1810,0.5421203
1811,0.5420325
1812,0.541944
1813,0.5418538
1814,0.5417629
1815,0.541671
1816,0.5415779
1817,0.5414836
1818,0.5413887
1819,0.5412922
1820,0.5411948
1821,0.5410953
1822,0.5409951
1823,0.5408935
1824,0.5407888
1825,0.5406834
1826,0.5405774
1827,0.5404699
1828,0.5403607
1829,0.5402511
1830,0.5401396
1831,0.5400267
1832,0.5399125
1833,0.5397973
1834,0.539681
1835,0.5395628
1836,0.5394436
1837,0.5393227
1838,0.5392002
1839,0.5390761
1840,0.5389506
1841,0.5388237
1842,0.5386971
1843,0.5385688
1844,0.5384392
1845,0.5383072
1846,0.538174
1847,0.5380393
1848,0.5379022
1849,0.5377635
1850,0.5376241
1851,0.5374824
1852,0.5373388
1853,0.5371935
1854,0.5370468
1855,0.5368987
1856,0.5367489
1857,0.5365977
1858,0.5364448
1859,0.5362899
1860,0.5361304
1861,0.5359698
1862,0.5358083
1863,0.5356454
1864,0.5354816
1865,0.5353162
1866,0.5351502
1867,0.5349828
1868,0.5348122
1869,0.5346407
1870,0.5344692
1871,0.5342961
1872,0.5341223
1873,0.5339466
1874,0.5337698
1875,0.5335919
1876,0.5334129
1877,0.533233
1878,0.5330527
1879,0.5328707
1880,0.5326875
1881,0.5325026
1882,0.5323166
1883,0.5321316
1884,0.5319459
1885,0.5317589
1886,0.5315691
1887,0.5313781
1888,0.5311852
1889,0.530991
1890,0.5307946
1891,0.5305951
1892,0.5303947
1893,0.5301927
1894,0.5299897
1895,0.5297852
1896,0.529579
1897,0.5293716
1898,0.5291635
1899,0.528953
1900,0.5287411
1901,0.5285279
1902,0.5283136
1903,0.5280981
1904,0.5278815
1905,0.5276643
1906,0.5274459
1907,0.5272268
1908,0.5270066
1909,0.526786
1910,0.5265651
1911,0.5263441
1912,0.5261207
1913,0.5258958
1914,0.52567
1915,0.5254446
1916,0.525218
1917,0.5249902
1918,0.5247611
1919,0.5245308
1920,0.5242993
1921,0.5240665
1922,0.5238329
1923,0.5235974
1924,0.5233611
1925,0.5231237
1926,0.5228854
1927,0.5226463
1928,0.5224062
1929,0.5221652
1930,0.5219217
1931,0.5216768
1932,0.5214319
1933,0.5211861
1934,0.5209392
1935,0.5206917
1936,0.5204423
1937,0.5201925
1938,0.5199417
1939,0.5196901
1940,0.5194375
1941,0.5191841
1942,0.5189298
1943,0.5186745
1944,0.518418
1945,0.5181608
1946,0.5179023
1947,0.5176429
1948,0.5173835
1949,0.5171218
1950,0.5168592
1951,0.5165954
1952,0.5163301
1953,0.5160641
1954,0.5157968
1955,0.5155284
1956,0.5152591
1957,0.5149887
1958,0.5147174
1959,0.5144459
1960,0.5141729
1961,0.5138984
1962,0.5136222
1963,0.513346
1964,0.513068
1965,0.5127895
1966,0.5125095
1967,0.5122278
1968,0.5119456
1969,0.5116619
1970,0.5113774
1971,0.5110915
1972,0.5108047
1973,0.5105166
1974,0.5102275
1975,0.5099375
1976,0.5096462
1977,0.5093541
1978,0.5090607
1979,0.5087661
1980,0.5084705
1981,0.5081745
1982,0.507877
1983,0.5075781
1984,0.5072768
1985,0.5069746
1986,0.5066708
1987,0.506367
1988,0.506062
1989,0.505756
1990,0.5054495
1991,0.5051417
1992,0.5048337
1993,0.5045251
1994,0.5042154
1995,0.5039045
1996,0.503592
1997,0.5032786
1998,0.5029641
1999,0.502648
2000,0.5023313
2001,0.5020136
2002,0.5016943
2003,0.5013738
2004,0.5010535
2005,0.5007321
2006,0.5004092
2007,0.5000852
2008,0.499761
2009,0.4994361
2010,0.4991101
2011,0.4987826
2012,0.498454
2013,0.4981245
2014,0.4977942
2015,0.4974628
2016,0.4971303
2017,0.4967964
2018,0.4964618
2019,0.4961271
2020,0.4957908
2021,0.4954529
2022,0.4951145
2023,0.4947744
2024,0.494434
2025,0.494092
2026,0.4937489
2027,0.493405
2028,0.4930602
2029,0.4927141
2030,0.4923689
2031,0.492023
2032,0.4916742
2033,0.4913255
2034,0.4909751
2035,0.4906242
2036,0.4902726
2037,0.48992
2038,0.4895668
2039,0.4892119
2040,0.4888575
2041,0.488502
2042,0.4881459
2043,0.4877878
2044,0.4874299
2045,0.4870704
2046,0.4867094
2047,0.4863482
2048,0.4859852
2049,0.485622
2050,0.485258
2051,0.4848936
2052,0.4845279
2053,0.4841605
2054,0.4837929
2055,0.4834242
2056,0.483055
2057,0.4826843
2058,0.4823125
2059,0.4819407
2060,0.4815682
2061,0.4811948
2062,0.4808204
2063,0.480445
2064,0.4800685
2065,0.4796911
2066,0.4793129
2067,0.4789335
2068,0.4785529
2069,0.478172
2070,0.4777898
2071,0.4774068
2072,0.4770231
2073,0.4766383
2074,0.4762523
2075,0.4758664
2076,0.4754792
2077,0.4750916
2078,0.4747033
2079,0.4743139
2080,0.4739244
2081,0.4735343
2082,0.4731432
2083,0.4727515
2084,0.4723584
2085,0.4719653
2086,0.4715709
2087,0.4711762
2088,0.4707804
2089,0.4703842
2090,0.4699877
2091,0.4695902
2092,0.4691918
2093,0.468791
2094,0.4683899
2095,0.4679875
2096,0.4675849
2097,0.4671811
2098,0.4667767
2099,0.4663719
2100,0.4659669
2101,0.4655611
2102,0.4651548
2103,0.4647481
2104,0.4643405
2105,0.4639323
2106,0.463524
2107,0.4631152
2108,0.4627056
2109,0.4622955
2110,0.4618846
2111,0.4614732
2112,0.4610612
2113,0.4606486
2114,0.4602351
2115,0.4598212
2116,0.4594069
2117,0.4589919
2118,0.4585761
2119,0.4581599
2120,0.4577431
2121,0.4573261
2122,0.4569082
2123,0.4564899
2124,0.4560709
2125,0.4556521
2126,0.4552329
2127,0.4548136
2128,0.4543953
2129,0.4539767
2130,0.4535576
2131,0.453138
2132,0.4527166
2133,0.4522951
2134,0.4518732
2135,0.4514503
2136,0.4510272
2137,0.4506033
2138,0.4501801
2139,0.4497567
2140,0.4493327
2141,0.4489085
2142,0.4484844
2143,0.4480597
2144,0.4476349
2145,0.4472113
2146,0.4467871
2147,0.446363
2148,0.4459382
2149,0.4455134
2150,0.4450875
2151,0.4446617
2152,0.444235
2153,0.4438083
2154,0.4433816
2155,0.442954
2156,0.4425261
2157,0.4420981
2158,0.4416701
2159,0.4412415
2160,0.440813
2161,0.4403841
2162,0.4399549
2163,0.4395258
2164,0.4390956
2165,0.4386652
2166,0.4382345
2167,0.4378034
2168,0.4373717
2169,0.4369405
2170,0.4365084
2171,0.4360759
2172,0.4356424
2173,0.4352085
2174,0.4347748
2175,0.4343405
2176,0.4339058
2177,0.4334707
2178,0.4330356
2179,0.4325999
2180,0.4321636
2181,0.4317276
2182,0.4312909
2183,0.4308531
2184,0.4304157
2185,0.4299778
2186,0.4295397
2187,0.4291011
2188,0.42866
2189,0.4282179
2190,0.4277759
2191,0.4273335
2192,0.4268906
2193,0.4264479
2194,0.4260048
2195,0.4255613
2196,0.4251179
2197,0.4246749
2198,0.4242318
2199,0.4237882
2200,0.4233442
2201,0.4228999
2202,0.4224556
2203,0.422011
2204,0.4215658
2205,0.4211203
2206,0.4206748
2207,0.4202289
2208,0.4197826
2209,0.419336
2210,0.4188894
2211,0.4184426
2212,0.4179948
2213,0.4175466
2214,0.4170988
2215,0.4166507
2216,0.416202
2217,0.4157538
2218,0.415306
2219,0.4148573
2220,0.4144096
2221,0.4139619
2222,0.4135144
2223,0.4130659
2224,0.4126178
2225,0.4121693
2226,0.4117208
2227,0.4112711
2228,0.4108222
2229,0.4103729
2230,0.409924
2231,0.4094746
2232,0.409025
2233,0.4085749
2234,0.4081248
2235,0.4076755
2236,0.407226
2237,0.4067768
2238,0.4063269
2239,0.4058769
2240,0.4054269
2241,0.4049771
2242,0.4045269
2243,0.404076
2244,0.4036252
2245,0.4031741
2246,0.4027224
2247,0.4022702
2248,0.4018181
2249,0.4013654
2250,0.4009122
2251,0.4004588
2252,0.4000048
2253,0.3995501
2254,0.3990948
2255,0.3986398
2256,0.3981838
2257,0.3977276
2258,0.3972708
2259,0.3968138
2260,0.3963569
2261,0.3958986
2262,0.3954403
2263,0.3949812
2264,0.3945216
2265,0.3940616
2266,0.3936012
2267,0.3931403
2268,0.3926787
2269,0.3922168
2270,0.3917546
2271,0.3912913
2272,0.3908277
2273,0.3903637
2274,0.3898994
2275,0.3894347
2276,0.3889695
2277,0.3885042
2278,0.3880389
2279,0.387573
2280,0.3871066
2281,0.3866398
2282,0.386173
2283,0.3857057
2284,0.3852382
2285,0.3847711
2286,0.3843035
2287,0.3838357
2288,0.3833676
2289,0.3828999
2290,0.3824322
2291,0.381965
2292,0.3814979
2293,0.3810303
2294,0.3805628
2295,0.3800953
2296,0.3796284
2297,0.3791612
2298,0.3786935
2299,0.3782264
2300,0.3777593
2301,0.3772921
2302,0.3768248
2303,0.376358
2304,0.3758914
2305,0.3754247
2306,0.3749578
2307,0.374491
2308,0.3740248
2309,0.373558
2310,0.3730916
2311,0.3726255
2312,0.3721589
2313,0.3716921
2314,0.3712256
2315,0.3707588
2316,0.3702921
2317,0.3698248
2318,0.3693575
2319,0.3688892
2320,0.368421
2321,0.3679526
2322,0.3674845
2323,0.3670152
2324,0.3665459
2325,0.3660761
2326,0.3656058
2327,0.3651355
2328,0.3646639
2329,0.3641934
2330,0.3637224
2331,0.363251
2332,0.3627789
2333,0.3623069
2334,0.361834
2335,0.3613606
2336,0.3608871
2337,0.3604138
2338,0.3599402
2339,0.3594662
2340,0.3589917
2341,0.3585174
2342,0.358043
2343,0.3575684
2344,0.3570936
2345,0.3566189
2346,0.3561452
2347,0.355672
2348,0.3551989
2349,0.3547255
2350,0.3542518
2351,0.3537779
2352,0.3533043
2353,0.3528307
2354,0.3523576
2355,0.3518845
2356,0.3514112
2357,0.3509378
2358,0.3504655
2359,0.3499931
2360,0.3495206
2361,0.3490486
2362,0.3485765
2363,0.3481047
2364,0.3476336
2365,0.3471619
2366,0.3466912
2367,0.3462198
2368,0.3457491
2369,0.3452779
2370,0.3448073
2371,0.3443368
2372,0.3438666
2373,0.3433961
2374,0.3429261
2375,0.3424543
2376,0.341983
2377,0.3415129
2378,0.341043
2379,0.3405729
2380,0.3401031
2381,0.3396336
2382,0.3391641
2383,0.3386942
2384,0.3382243
2385,0.3377545
2386,0.3372849
2387,0.3368151
2388,0.3363449
2389,0.3358751
2390,0.3354053
2391,0.3349359
2392,0.334466
2393,0.3339964
2394,0.3335265
2395,0.3330568
2396,0.3325872
2397,0.3321172
2398,0.331647
2399,0.3311763
2400,0.3307057
2401,0.3302353
2402,0.329765
2403,0.3292954
2404,0.3288251
2405,0.3283548
2406,0.3278849
2407,0.3274145
2408,0.3269447
2409,0.3264752
2410,0.3260059
2411,0.3255364
2412,0.3250669
2413,0.3245978
2414,0.3241283
2415,0.3236593
2416,0.32319
2417,0.3227208
2418,0.3222514
2419,0.3217827
2420,0.3213141
2421,0.3208456
2422,0.3203771
2423,0.319909
2424,0.3194407
2425,0.318973
2426,0.3185053
2427,0.318038
2428,0.3175707
2429,0.3171036
2430,0.316637
2431,0.3161705
2432,0.315704
2433,0.3152372
2434,0.3147714
2435,0.3143057
2436,0.3138398
2437,0.3133742
2438,0.3129087
2439,0.3124433
2440,0.3119776
2441,0.3115119
2442,0.3110467
2443,0.3105814
2444,0.3101169
2445,0.3096517
2446,0.3091868
2447,0.3087226
2448,0.3082591
2449,0.307796
2450,0.307333
2451,0.3068698
2452,0.3064068
2453,0.3059434
2454,0.3054806
2455,0.3050178
2456,0.3045554
2457,0.3040932
2458,0.3036316
2459,0.3031702
2460,0.3027082
2461,0.3022463
2462,0.3017849
2463,0.301324
2464,0.3008634
2465,0.3004036
2466,0.2999445
2467,0.2994859
2468,0.2990269
2469,0.2985686
2470,0.298111
2471,0.2976534
2472,0.2971965
2473,0.2967401
2474,0.2962846
2475,0.2958297
2476,0.2953751
2477,0.2949211
2478,0.2944675
2479,0.2940148
2480,0.2935624
2481,0.2931109
2482,0.2926598
2483,0.2922091
2484,0.2917592
2485,0.2913095
2486,0.2908612
2487,0.2904126
2488,0.2899648
2489,0.2895175
2490,0.2890719
2491,0.2886271
2492,0.2881831
2493,0.2877394
2494,0.2872962
2495,0.2868533
2496,0.2864107
2497,0.285969
2498,0.285528
2499,0.2850873
2500,0.2846466
2501,0.2842072
2502,0.2837678
2503,0.2833287
2504,0.2828904
2505,0.282452
2506,0.2820146
2507,0.2815769
2508,0.2811394
2509,0.2807029
2510,0.2802669
2511,0.2798313
2512,0.2793963
2513,0.2789619
2514,0.2785272
2515,0.2780931
2516,0.2776596
2517,0.2772264
2518,0.2767938
2519,0.2763617
2520,0.2759297
2521,0.2754979
2522,0.2750662
2523,0.2746356
2524,0.2742052
2525,0.2737751
2526,0.2733453
2527,0.272916
2528,0.272487
2529,0.2720585
2530,0.2716306
2531,0.2712037
2532,0.2707768
2533,0.2703505
2534,0.2699251
2535,0.2695
2536,0.2690758
2537,0.2686521
2538,0.2682293
2539,0.2678076
2540,0.2673867
2541,0.2669668
2542,0.2665476
2543,0.266129
2544,0.2657109
2545,0.265294
2546,0.2648779
2547,0.2644634
2548,0.2640491
2549,0.2636359
2550,0.2632236
2551,0.262812
2552,0.2624018
2553,0.2619926
2554,0.261584
2555,0.2611761
2556,0.2607694
2557,0.2603635
2558,0.2599586
2559,0.2595545
2560,0.2591515
2561,0.2587493
2562,0.2583482
2563,0.2579476
2564,0.2575483
2565,0.2571491
2566,0.2567504
2567,0.2563529
2568,0.2559562
2569,0.2555598
2570,0.2551636
2571,0.2547687
2572,0.2543741
2573,0.2539803
2574,0.2535867
2575,0.2531931
2576,0.2528004
2577,0.2524081
2578,0.2520172
2579,0.2516264
2580,0.2512366
2581,0.250847
2582,0.2504584
2583,0.2500703
2584,0.2496826
2585,0.2492952
2586,0.2489086
2587,0.2485229
2588,0.2481373
2589,0.2477529
2590,0.2473694
2591,0.2469868
2592,0.2466044
2593,0.2462231
2594,0.2458424
2595,0.2454624
2596,0.2450831
2597,0.2447052
2598,0.2443284
2599,0.2439524
2600,0.2435774
2601,0.2432032
2602,0.2428302
2603,0.2424579
2604,0.2420865
2605,0.2417168
2606,0.2413479
2607,0.2409787
2608,0.2406106
2609,0.2402471
2610,0.2398845
2611,0.2395225
2612,0.2391613
2613,0.2388009
2614,0.2384415
2615,0.2380831
2616,0.2377256
2617,0.2373666
2618,0.2370085
2619,0.2366517
2620,0.2362957
2621,0.2359402
2622,0.235586
2623,0.2352333
2624,0.2348817
2625,0.2345309
2626,0.2341809
2627,0.2338315
2628,0.2334834
2629,0.2331358
2630,0.2327888
2631,0.2324426
2632,0.232097
2633,0.2317515
2634,0.231407
2635,0.2310627
2636,0.2307185
2637,0.2303748
2638,0.2300317
2639,0.2296891
2640,0.2293474
2641,0.2290057
2642,0.2286644
2643,0.228323
2644,0.2279822
2645,0.2276416
2646,0.2273015
2647,0.2269623
2648,0.2266236
2649,0.2262853
2650,0.2259475
2651,0.2256105
2652,0.2252744
2653,0.2249391
2654,0.2246037
2655,0.2242687
2656,0.2239362
2657,0.223604
2658,0.2232724
2659,0.2229408
2660,0.2226098
2661,0.2222799
2662,0.2219502
2663,0.2216212
2664,0.2212939
2665,0.2209671
2666,0.2206411
2667,0.2203161
2668,0.2199918
2669,0.2196685
2670,0.2193461
2671,0.2190257
2672,0.2187067
2673,0.2183889
2674,0.2180719
2675,0.2177573
2676,0.2174443
2677,0.2171321
2678,0.2168212
2679,0.2165114
2680,0.2162027
2681,0.2158953
2682,0.2155888
2683,0.2152831
2684,0.2149784
2685,0.2146749
2686,0.2143722
2687,0.2140705
2688,0.2137693
2689,0.2134691
2690,0.213171
2691,0.2128735
2692,0.212577
2693,0.2122808
2694,0.2119861
2695,0.2116927
2696,0.2113998
2697,0.2111077
2698,0.2108172
2699,0.2105262
2700,0.2102365
2701,0.2099482
2702,0.2096568
2703,0.209367
2704,0.2090793
2705,0.2087923
2706,0.2085067
2707,0.2082215
2708,0.2079376
2709,0.2076541
2710,0.2073714
2711,0.20709
2712,0.2068096
2713,0.2065297
2714,0.206251
2715,0.2059738
2716,0.2056971
2717,0.2054214
2718,0.2051464
2719,0.2048725
2720,0.2045993
2721,0.2043276
2722,0.2040572
2723,0.2037877
2724,0.2035189
2725,0.203251
2726,0.2029836
2727,0.2027175
2728,0.2024533
2729,0.2021898
2730,0.2019274
2731,0.2016656
2732,0.2014053
2733,0.2011462
2734,0.2008878
2735,0.200631
2736,0.2003756
2737,0.2001207
2738,0.1998675
2739,0.1996153
2740,0.1993644
2741,0.1991151
2742,0.1988674
2743,0.1986203
2744,0.198375
2745,0.1981306
2746,0.1978876
2747,0.197646
2748,0.1974058
2749,0.1971666
2750,0.1969284
2751,0.1966912
2752,0.1964557
2753,0.1962214
2754,0.1959879
2755,0.1957561
2756,0.1955254
2757,0.1952961
2758,0.195067
2759,0.1948395
2760,0.1946134
2761,0.194388
2762,0.1941635
2763,0.1939409
2764,0.1937193
2765,0.1934988
2766,0.1932793
2767,0.1930612
2768,0.1928442
2769,0.1926283
2770,0.1924129
2771,0.192198
2772,0.1919843
2773,0.1917713
2774,0.1915592
2775,0.1913482
2776,0.1911376
2777,0.1909287
2778,0.1907203
2779,0.1905128
2780,0.1903067
2781,0.1901009
2782,0.1898963
2783,0.1896928
2784,0.1894898
2785,0.1892876
2786,0.1890865
2787,0.1888859
2788,0.1886867
2789,0.188488
2790,0.1882909
2791,0.1880949
2792,0.1878998
2793,0.1877055
2794,0.1875125
2795,0.1873201
2796,0.187129
2797,0.1869393
2798,0.1867505
2799,0.1865627
2800,0.186376
