cl-rfile,
487,-0.000428755
488,-0.000423934
489,-0.000418162
490,-0.000413787
491,-0.000409265
492,-0.000403812
493,-0.000397154
494,-0.000390973
495,-0.000385199
496,-0.000376744
497,-0.000368527
498,-0.00036166
499,-0.000356592
500,-0.00035198
501,-0.000346548
502,-0.000338904
503,-0.000335112
504,-0.000329048
505,-0.000322729
506,-0.000317055
507,-0.000312237
508,-0.000307863
509,-0.000304118
510,-0.000299698
511,-0.000298894
512,-0.000296466
513,-0.00029457
514,-0.000295349
515,-0.000297889
516,-0.000295324
517,-0.000292349
518,-0.000289609
519,-0.000289864
520,-0.000292748
521,-0.000296486
522,-0.000299945
523,-0.000301729
524,-0.000306556
525,-0.000310645
526,-0.000313541
527,-0.000318197
528,-0.000323457
529,-0.000326672
530,-0.000332917
531,-0.000339326
532,-0.000347092
533,-0.000351493
534,-0.000357145
535,-0.000362998
536,-0.000368895
537,-0.00037322
538,-0.00037984
539,-0.000384777
540,-0.000391228
541,-0.000398224
542,-0.000402985
543,-0.000407909
544,-0.000414179
545,-0.000419977
546,-0.000425094
547,-0.000429865
548,-0.000433788
549,-0.000439744
550,-0.000443061
551,-0.000446461
552,-0.000448922
553,-0.000452111
554,-0.000451746
555,-0.000455897
556,-0.00045924
557,-0.000460382
558,-0.00046079
559,-0.000461436
560,-0.000463043
561,-0.000462623
562,-0.000460676
563,-0.000458351
564,-0.000455293
565,-0.000453289
566,-0.000451823
567,-0.000451227
568,-0.000446842
569,-0.000446973
570,-0.000450096
571,-0.000446722
572,-0.000443075
573,-0.000436602
574,-0.000428894
575,-0.000424824
576,-0.000422368
577,-0.000415425
578,-0.000410519
579,-0.000407668
580,-0.000405395
581,-0.000401866
582,-0.000399459
583,-0.000395249
584,-0.000390853
585,-0.000386258
586,-0.000383026
587,-0.000380088
